# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 9.574, -0.010 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "9.574450279766161", "lon": "-0.009847333333025919", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "capacity": "65000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-01-01 00:00,2022-01-01 00:00,0,0,0,20.021
2022-01-01 01:00,2022-01-01 01:00,0,0,0,19.429
2022-01-01 02:00,2022-01-01 02:00,0,0,0,19.020
2022-01-01 03:00,2022-01-01 03:00,0,0,0,18.628
2022-01-01 04:00,2022-01-01 04:00,0,0,0,18.175
2022-01-01 05:00,2022-01-01 05:00,0,0,0,17.673
2022-01-01 06:00,2022-01-01 06:00,924.109,0.013,0.021,17.553
2022-01-01 07:00,2022-01-01 07:00,13110.209,0.133,0.109,19.222
2022-01-01 08:00,2022-01-01 08:00,27106.357,0.352,0.149,22.274
2022-01-01 09:00,2022-01-01 09:00,37491.362,0.572,0.157,26.633
2022-01-01 10:00,2022-01-01 10:00,43143.960,0.714,0.164,30.382
2022-01-01 11:00,2022-01-01 11:00,45147.266,0.766,0.174,32.461
2022-01-01 12:00,2022-01-01 12:00,44079.527,0.734,0.185,33.551
2022-01-01 13:00,2022-01-01 13:00,39055.380,0.599,0.198,33.948
2022-01-01 14:00,2022-01-01 14:00,35144.370,0.537,0.170,34.011
2022-01-01 15:00,2022-01-01 15:00,24723.788,0.324,0.158,33.371
2022-01-01 16:00,2022-01-01 16:00,11349.585,0.112,0.113,31.519
2022-01-01 17:00,2022-01-01 17:00,906.149,0.013,0.022,27.382
2022-01-01 18:00,2022-01-01 18:00,0,0,0,25.399
2022-01-01 19:00,2022-01-01 19:00,0,0,0,24.500
2022-01-01 20:00,2022-01-01 20:00,0,0,0,23.727
2022-01-01 21:00,2022-01-01 21:00,0,0,0,23.027
2022-01-01 22:00,2022-01-01 22:00,0,0,0,22.470
2022-01-01 23:00,2022-01-01 23:00,0,0,0,21.820
2022-01-02 00:00,2022-01-02 00:00,0,0,0,21.108
2022-01-02 01:00,2022-01-02 01:00,0,0,0,20.447
2022-01-02 02:00,2022-01-02 02:00,0,0,0,19.664
2022-01-02 03:00,2022-01-02 03:00,0,0,0,18.885
2022-01-02 04:00,2022-01-02 04:00,0,0,0,18.399
2022-01-02 05:00,2022-01-02 05:00,0,0,0,18.013
2022-01-02 06:00,2022-01-02 06:00,491.520,0.006,0.020,17.954
2022-01-02 07:00,2022-01-02 07:00,7764.512,0.042,0.111,19.112
2022-01-02 08:00,2022-01-02 08:00,20595.233,0.174,0.203,21.608
2022-01-02 09:00,2022-01-02 09:00,27888.819,0.263,0.261,25.398
2022-01-02 10:00,2022-01-02 10:00,30367.306,0.266,0.317,28.438
2022-01-02 11:00,2022-01-02 11:00,27137.535,0.172,0.350,29.956
2022-01-02 12:00,2022-01-02 12:00,26327.862,0.154,0.353,30.721
2022-01-02 13:00,2022-01-02 13:00,24497.211,0.148,0.324,30.987
2022-01-02 14:00,2022-01-02 14:00,26649.889,0.248,0.267,31.204
2022-01-02 15:00,2022-01-02 15:00,24088.775,0.279,0.185,30.909
2022-01-02 16:00,2022-01-02 16:00,11038.697,0.096,0.121,28.991
2022-01-02 17:00,2022-01-02 17:00,822.322,0.011,0.023,25.113
2022-01-02 18:00,2022-01-02 18:00,0,0,0,23.177
2022-01-02 19:00,2022-01-02 19:00,0,0,0,22.422
2022-01-02 20:00,2022-01-02 20:00,0,0,0,21.867
2022-01-02 21:00,2022-01-02 21:00,0,0,0,21.362
2022-01-02 22:00,2022-01-02 22:00,0,0,0,20.693
2022-01-02 23:00,2022-01-02 23:00,0,0,0,20.078
2022-01-03 00:00,2022-01-03 00:00,0,0,0,19.535
2022-01-03 01:00,2022-01-03 01:00,0,0,0,19.095
2022-01-03 02:00,2022-01-03 02:00,0,0,0,18.703
2022-01-03 03:00,2022-01-03 03:00,0,0,0,18.357
2022-01-03 04:00,2022-01-03 04:00,0,0,0,18.007
2022-01-03 05:00,2022-01-03 05:00,0,0,0,17.663
2022-01-03 06:00,2022-01-03 06:00,489.279,0.006,0.020,17.570
2022-01-03 07:00,2022-01-03 07:00,8141.373,0.045,0.114,18.819
2022-01-03 08:00,2022-01-03 08:00,19603.378,0.152,0.207,21.468
2022-01-03 09:00,2022-01-03 09:00,26873.161,0.233,0.270,24.817
2022-01-03 10:00,2022-01-03 10:00,29802.558,0.251,0.318,27.612
2022-01-03 11:00,2022-01-03 11:00,33332.202,0.313,0.337,29.601
2022-01-03 12:00,2022-01-03 12:00,33440.975,0.320,0.335,30.552
2022-01-03 13:00,2022-01-03 13:00,30354.124,0.273,0.318,30.906
2022-01-03 14:00,2022-01-03 14:00,24231.743,0.187,0.279,30.724
2022-01-03 15:00,2022-01-03 15:00,15967.860,0.097,0.210,30.028
2022-01-03 16:00,2022-01-03 16:00,6518.734,0.028,0.109,28.462
2022-01-03 17:00,2022-01-03 17:00,226.513,0.004,0.017,25.682
2022-01-03 18:00,2022-01-03 18:00,0,0,0,24.378
2022-01-03 19:00,2022-01-03 19:00,0,0,0,23.566
2022-01-03 20:00,2022-01-03 20:00,0,0,0,22.886
2022-01-03 21:00,2022-01-03 21:00,0,0,0,22.327
2022-01-03 22:00,2022-01-03 22:00,0,0,0,21.775
2022-01-03 23:00,2022-01-03 23:00,0,0,0,21.234
2022-01-04 00:00,2022-01-04 00:00,0,0,0,20.577
2022-01-04 01:00,2022-01-04 01:00,0,0,0,19.954
2022-01-04 02:00,2022-01-04 02:00,0,0,0,19.472
2022-01-04 03:00,2022-01-04 03:00,0,0,0,19.009
2022-01-04 04:00,2022-01-04 04:00,0,0,0,18.473
2022-01-04 05:00,2022-01-04 05:00,0,0,0,17.985
2022-01-04 06:00,2022-01-04 06:00,584.487,0.008,0.020,17.770
2022-01-04 07:00,2022-01-04 07:00,10381.231,0.079,0.118,18.973
2022-01-04 08:00,2022-01-04 08:00,23217.506,0.239,0.187,22.017
2022-01-04 09:00,2022-01-04 09:00,32598.392,0.402,0.220,26.181
2022-01-04 10:00,2022-01-04 10:00,37602.520,0.495,0.246,29.058
2022-01-04 11:00,2022-01-04 11:00,39559.220,0.527,0.266,30.635
2022-01-04 12:00,2022-01-04 12:00,37384.777,0.458,0.289,31.513
2022-01-04 13:00,2022-01-04 13:00,31370.786,0.311,0.304,31.822
2022-01-04 14:00,2022-01-04 14:00,21433.287,0.141,0.272,31.563
2022-01-04 15:00,2022-01-04 15:00,16387.971,0.109,0.207,31.188
2022-01-04 16:00,2022-01-04 16:00,8134.323,0.049,0.118,30.395
2022-01-04 17:00,2022-01-04 17:00,399.416,0.006,0.019,28.270
2022-01-04 18:00,2022-01-04 18:00,0,0,0,26.661
2022-01-04 19:00,2022-01-04 19:00,0,0,0,25.623
2022-01-04 20:00,2022-01-04 20:00,0,0,0,24.674
2022-01-04 21:00,2022-01-04 21:00,0,0,0,23.711
2022-01-04 22:00,2022-01-04 22:00,0,0,0,22.980
2022-01-04 23:00,2022-01-04 23:00,0,0,0,22.544
2022-01-05 00:00,2022-01-05 00:00,0,0,0,22.049
2022-01-05 01:00,2022-01-05 01:00,0,0,0,21.439
2022-01-05 02:00,2022-01-05 02:00,0,0,0,21.022
2022-01-05 03:00,2022-01-05 03:00,0,0,0,20.713
2022-01-05 04:00,2022-01-05 04:00,0,0,0,20.353
2022-01-05 05:00,2022-01-05 05:00,0,0,0,19.884
2022-01-05 06:00,2022-01-05 06:00,547.798,0.007,0.020,19.887
2022-01-05 07:00,2022-01-05 07:00,9719.124,0.070,0.118,21.785
2022-01-05 08:00,2022-01-05 08:00,22118.999,0.219,0.193,24.693
2022-01-05 09:00,2022-01-05 09:00,31110.148,0.365,0.232,27.932
2022-01-05 10:00,2022-01-05 10:00,37649.833,0.500,0.248,30.243
2022-01-05 11:00,2022-01-05 11:00,39229.705,0.523,0.268,31.611
2022-01-05 12:00,2022-01-05 12:00,39128.926,0.519,0.273,32.445
2022-01-05 13:00,2022-01-05 13:00,32059.792,0.335,0.298,32.568
2022-01-05 14:00,2022-01-05 14:00,23254.413,0.173,0.276,32.144
2022-01-05 15:00,2022-01-05 15:00,13743.088,0.069,0.200,31.314
