# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 10.116, -2.415 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "10.115552972966817", "lon": "-2.414563051491582", "date_from": "2024-01-01", "date_to": "2024-12-31", "dataset": "merra2", "capacity": "22000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2024-01-01 00:00,2024-01-01 00:00,0,0,0,19.052
2024-01-01 01:00,2024-01-01 01:00,0,0,0,19.032
2024-01-01 02:00,2024-01-01 02:00,0,0,0,18.856
2024-01-01 03:00,2024-01-01 03:00,0,0,0,18.292
2024-01-01 04:00,2024-01-01 04:00,0,0,0,17.553
2024-01-01 05:00,2024-01-01 05:00,0,0,0,16.675
2024-01-01 06:00,2024-01-01 06:00,103.741,0.010,0.012,15.906
2024-01-01 07:00,2024-01-01 07:00,4592.616,0.163,0.087,18.892
2024-01-01 08:00,2024-01-01 08:00,9684.475,0.414,0.115,21.852
2024-01-01 09:00,2024-01-01 09:00,12950.243,0.614,0.129,25.995
2024-01-01 10:00,2024-01-01 10:00,14894.973,0.770,0.135,31.628
2024-01-01 11:00,2024-01-01 11:00,15862.349,0.854,0.140,34.032
2024-01-01 12:00,2024-01-01 12:00,15743.381,0.845,0.147,35.075
2024-01-01 13:00,2024-01-01 13:00,14760.536,0.770,0.148,35.551
2024-01-01 14:00,2024-01-01 14:00,12693.034,0.621,0.147,35.511
2024-01-01 15:00,2024-01-01 15:00,9513.762,0.416,0.140,34.936
2024-01-01 16:00,2024-01-01 16:00,4987.031,0.174,0.115,33.298
2024-01-01 17:00,2024-01-01 17:00,735.527,0.028,0.032,29.041
2024-01-01 18:00,2024-01-01 18:00,0,0,0,26.604
2024-01-01 19:00,2024-01-01 19:00,0,0,0,25.042
2024-01-01 20:00,2024-01-01 20:00,0,0,0,23.701
2024-01-01 21:00,2024-01-01 21:00,0,0,0,22.637
2024-01-01 22:00,2024-01-01 22:00,0,0,0,21.890
2024-01-01 23:00,2024-01-01 23:00,0,0,0,21.632
2024-01-02 00:00,2024-01-02 00:00,0,0,0,21.907
2024-01-02 01:00,2024-01-02 01:00,0,0,0,22.177
2024-01-02 02:00,2024-01-02 02:00,0,0,0,22.023
2024-01-02 03:00,2024-01-02 03:00,0,0,0,21.382
2024-01-02 04:00,2024-01-02 04:00,0,0,0,20.533
2024-01-02 05:00,2024-01-02 05:00,0,0,0,19.716
2024-01-02 06:00,2024-01-02 06:00,45.803,0.007,0.012,19.011
2024-01-02 07:00,2024-01-02 07:00,4082.073,0.136,0.091,21.395
2024-01-02 08:00,2024-01-02 08:00,9145.568,0.379,0.124,23.999
2024-01-02 09:00,2024-01-02 09:00,12820.864,0.616,0.129,28.485
2024-01-02 10:00,2024-01-02 10:00,14840.887,0.775,0.134,32.891
2024-01-02 11:00,2024-01-02 11:00,15879.832,0.863,0.138,34.773
2024-01-02 12:00,2024-01-02 12:00,15917.963,0.871,0.139,35.808
2024-01-02 13:00,2024-01-02 13:00,15010.599,0.804,0.138,36.306
2024-01-02 14:00,2024-01-02 14:00,13055.997,0.662,0.135,36.310
2024-01-02 15:00,2024-01-02 15:00,9787.725,0.444,0.132,35.784
2024-01-02 16:00,2024-01-02 16:00,5209.980,0.191,0.112,34.414
2024-01-02 17:00,2024-01-02 17:00,834.934,0.033,0.033,30.368
2024-01-02 18:00,2024-01-02 18:00,0,0,0,27.527
2024-01-02 19:00,2024-01-02 19:00,0,0,0,26.298
2024-01-02 20:00,2024-01-02 20:00,0,0,0,25.210
2024-01-02 21:00,2024-01-02 21:00,0,0,0,24.231
2024-01-02 22:00,2024-01-02 22:00,0,0,0,23.465
2024-01-02 23:00,2024-01-02 23:00,0,0,0,22.397
2024-01-03 00:00,2024-01-03 00:00,0,0,0,21.527
2024-01-03 01:00,2024-01-03 01:00,0,0,0,20.739
2024-01-03 02:00,2024-01-03 02:00,0,0,0,19.954
2024-01-03 03:00,2024-01-03 03:00,0,0,0,19.168
2024-01-03 04:00,2024-01-03 04:00,0,0,0,18.393
2024-01-03 05:00,2024-01-03 05:00,0,0,0,17.739
2024-01-03 06:00,2024-01-03 06:00,132.498,0.011,0.013,17.470
2024-01-03 07:00,2024-01-03 07:00,5006.621,0.191,0.081,20.085
2024-01-03 08:00,2024-01-03 08:00,10036.674,0.451,0.102,23.436
2024-01-03 09:00,2024-01-03 09:00,13824.526,0.713,0.101,28.590
2024-01-03 10:00,2024-01-03 10:00,15656.305,0.863,0.108,32.927
2024-01-03 11:00,2024-01-03 11:00,16553.471,0.940,0.114,34.839
2024-01-03 12:00,2024-01-03 12:00,16533.188,0.943,0.117,35.888
2024-01-03 13:00,2024-01-03 13:00,15587.656,0.869,0.118,36.344
2024-01-03 14:00,2024-01-03 14:00,13091.554,0.669,0.130,36.219
2024-01-03 15:00,2024-01-03 15:00,9402.824,0.415,0.136,35.563
2024-01-03 16:00,2024-01-03 16:00,5515.562,0.214,0.106,34.260
2024-01-03 17:00,2024-01-03 17:00,1081.801,0.046,0.034,30.682
2024-01-03 18:00,2024-01-03 18:00,0,0,0,28.422
2024-01-03 19:00,2024-01-03 19:00,0,0,0,27.028
2024-01-03 20:00,2024-01-03 20:00,0,0,0,25.551
2024-01-03 21:00,2024-01-03 21:00,0,0,0,24.284
2024-01-03 22:00,2024-01-03 22:00,0,0,0,23.248
2024-01-03 23:00,2024-01-03 23:00,0,0,0,22.432
2024-01-04 00:00,2024-01-04 00:00,0,0,0,21.856
2024-01-04 01:00,2024-01-04 01:00,0,0,0,21.506
2024-01-04 02:00,2024-01-04 02:00,0,0,0,21.242
2024-01-04 03:00,2024-01-04 03:00,0,0,0,20.749
2024-01-04 04:00,2024-01-04 04:00,0,0,0,20.145
2024-01-04 05:00,2024-01-04 05:00,0,0,0,19.543
2024-01-04 06:00,2024-01-04 06:00,126.027,0.011,0.013,19.110
2024-01-04 07:00,2024-01-04 07:00,4799.264,0.181,0.083,21.415
2024-01-04 08:00,2024-01-04 08:00,9764.063,0.432,0.108,24.147
2024-01-04 09:00,2024-01-04 09:00,13104.776,0.649,0.117,28.802
2024-01-04 10:00,2024-01-04 10:00,15103.826,0.805,0.123,32.745
2024-01-04 11:00,2024-01-04 11:00,16133.472,0.893,0.126,34.525
2024-01-04 12:00,2024-01-04 12:00,16359.257,0.922,0.122,35.614
2024-01-04 13:00,2024-01-04 13:00,15514.856,0.861,0.119,36.123
2024-01-04 14:00,2024-01-04 14:00,13678.020,0.728,0.113,36.127
2024-01-04 15:00,2024-01-04 15:00,10717.764,0.530,0.105,35.607
2024-01-04 16:00,2024-01-04 16:00,6375.312,0.278,0.091,34.352
2024-01-04 17:00,2024-01-04 17:00,1337.649,0.060,0.033,30.929
2024-01-04 18:00,2024-01-04 18:00,0,0,0,28.750
2024-01-04 19:00,2024-01-04 19:00,0,0,0,27.464
2024-01-04 20:00,2024-01-04 20:00,0,0,0,26.241
2024-01-04 21:00,2024-01-04 21:00,0,0,0,25.028
