# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 10.844, -1.162 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "10.844327440133666", "lon": "-1.1615515353806114", "date_from": "2021-01-01", "date_to": "2021-12-31", "dataset": "merra2", "capacity": "1000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2021-01-01 00:00,2021-01-01 00:00,0,0,0,21.875
2021-01-01 01:00,2021-01-01 01:00,0,0,0,21.325
2021-01-01 02:00,2021-01-01 02:00,0,0,0,20.840
2021-01-01 03:00,2021-01-01 03:00,0,0,0,20.369
2021-01-01 04:00,2021-01-01 04:00,0,0,0,19.906
2021-01-01 05:00,2021-01-01 05:00,0,0,0,19.407
2021-01-01 06:00,2021-01-01 06:00,18.664,0.025,0.016,19.308
2021-01-01 07:00,2021-01-01 07:00,274.185,0.255,0.073,21.858
2021-01-01 08:00,2021-01-01 08:00,476.360,0.489,0.095,24.947
2021-01-01 09:00,2021-01-01 09:00,618.529,0.701,0.104,29.972
2021-01-01 10:00,2021-01-01 10:00,703.135,0.852,0.111,33.858
2021-01-01 11:00,2021-01-01 11:00,743.737,0.928,0.115,35.405
2021-01-01 12:00,2021-01-01 12:00,747.392,0.942,0.114,36.299
2021-01-01 13:00,2021-01-01 13:00,702.849,0.868,0.112,36.728
2021-01-01 14:00,2021-01-01 14:00,612.562,0.721,0.108,36.678
2021-01-01 15:00,2021-01-01 15:00,471.798,0.515,0.100,36.071
2021-01-01 16:00,2021-01-01 16:00,271.265,0.262,0.084,34.561
2021-01-01 17:00,2021-01-01 17:00,41.668,0.045,0.025,30.014
2021-01-01 18:00,2021-01-01 18:00,0,0,0,27.267
2021-01-01 19:00,2021-01-01 19:00,0,0,0,26.133
2021-01-01 20:00,2021-01-01 20:00,0,0,0,25.076
2021-01-01 21:00,2021-01-01 21:00,0,0,0,24.102
2021-01-01 22:00,2021-01-01 22:00,0,0,0,23.266
2021-01-01 23:00,2021-01-01 23:00,0,0,0,22.608
2021-01-02 00:00,2021-01-02 00:00,0,0,0,22.119
2021-01-02 01:00,2021-01-02 01:00,0,0,0,21.688
2021-01-02 02:00,2021-01-02 02:00,0,0,0,21.150
2021-01-02 03:00,2021-01-02 03:00,0,0,0,20.384
2021-01-02 04:00,2021-01-02 04:00,0,0,0,19.563
2021-01-02 05:00,2021-01-02 05:00,0,0,0,18.865
2021-01-02 06:00,2021-01-02 06:00,22.982,0.030,0.015,18.765
2021-01-02 07:00,2021-01-02 07:00,294.347,0.286,0.066,21.911
2021-01-02 08:00,2021-01-02 08:00,504.015,0.540,0.082,25.012
2021-01-02 09:00,2021-01-02 09:00,639.834,0.745,0.092,29.770
2021-01-02 10:00,2021-01-02 10:00,719.322,0.891,0.099,33.979
2021-01-02 11:00,2021-01-02 11:00,757.723,0.969,0.104,35.963
2021-01-02 12:00,2021-01-02 12:00,753.816,0.965,0.106,36.820
2021-01-02 13:00,2021-01-02 13:00,711.738,0.895,0.104,37.202
2021-01-02 14:00,2021-01-02 14:00,625.519,0.755,0.098,37.116
2021-01-02 15:00,2021-01-02 15:00,488.996,0.552,0.089,36.496
2021-01-02 16:00,2021-01-02 16:00,292.034,0.298,0.075,35.033
2021-01-02 17:00,2021-01-02 17:00,50.934,0.057,0.024,30.610
2021-01-02 18:00,2021-01-02 18:00,0,0,0,27.762
2021-01-02 19:00,2021-01-02 19:00,0,0,0,26.606
2021-01-02 20:00,2021-01-02 20:00,0,0,0,25.636
2021-01-02 21:00,2021-01-02 21:00,0,0,0,24.883
2021-01-02 22:00,2021-01-02 22:00,0,0,0,24.307
2021-01-02 23:00,2021-01-02 23:00,0,0,0,24.006
2021-01-03 00:00,2021-01-03 00:00,0,0,0,24.066
2021-01-03 01:00,2021-01-03 01:00,0,0,0,24.114
2021-01-03 02:00,2021-01-03 02:00,0,0,0,23.793
2021-01-03 03:00,2021-01-03 03:00,0,0,0,23.155
2021-01-03 04:00,2021-01-03 04:00,0,0,0,22.380
2021-01-03 05:00,2021-01-03 05:00,0,0,0,21.612
2021-01-03 06:00,2021-01-03 06:00,18.143,0.024,0.016,21.106
2021-01-03 07:00,2021-01-03 07:00,271.569,0.254,0.074,23.576
2021-01-03 08:00,2021-01-03 08:00,482.196,0.506,0.092,26.641
