# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 9.300, -0.823 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "9.30008749996146", "lon": "-0.8234369294690141", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "capacity": "10000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-01-01 00:00,2022-01-01 00:00,0,0,0,21.110
2022-01-01 01:00,2022-01-01 01:00,0,0,0,20.795
2022-01-01 02:00,2022-01-01 02:00,0,0,0,20.644
2022-01-01 03:00,2022-01-01 03:00,0,0,0,20.282
2022-01-01 04:00,2022-01-01 04:00,0,0,0,19.441
2022-01-01 05:00,2022-01-01 05:00,0,0,0,18.628
2022-01-01 06:00,2022-01-01 06:00,89.111,0.009,0.018,18.129
2022-01-01 07:00,2022-01-01 07:00,1833.861,0.114,0.109,19.346
2022-01-01 08:00,2022-01-01 08:00,3899.899,0.308,0.160,22.452
2022-01-01 09:00,2022-01-01 09:00,5402.693,0.495,0.181,26.510
2022-01-01 10:00,2022-01-01 10:00,6012.901,0.569,0.211,30.170
2022-01-01 11:00,2022-01-01 11:00,6242.438,0.593,0.234,32.418
2022-01-01 12:00,2022-01-01 12:00,6107.480,0.568,0.243,33.586
2022-01-01 13:00,2022-01-01 13:00,5793.957,0.537,0.228,34.189
2022-01-01 14:00,2022-01-01 14:00,4911.603,0.426,0.210,34.237
2022-01-01 15:00,2022-01-01 15:00,3618.249,0.281,0.178,33.773
