# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 10.116, -2.415 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "10.115552972966817", "lon": "-2.414563051491582", "date_from": "2021-01-01", "date_to": "2021-12-31", "dataset": "merra2", "capacity": "22000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2021-01-01 00:00,2021-01-01 00:00,0,0,0,20.769
2021-01-01 01:00,2021-01-01 01:00,0,0,0,20.045
2021-01-01 02:00,2021-01-01 02:00,0,0,0,19.418
2021-01-01 03:00,2021-01-01 03:00,0,0,0,18.886
2021-01-01 04:00,2021-01-01 04:00,0,0,0,18.459
2021-01-01 05:00,2021-01-01 05:00,0,0,0,18.105
2021-01-01 06:00,2021-01-01 06:00,240.016,0.018,0.013,18.081
2021-01-01 07:00,2021-01-01 07:00,5792.404,0.246,0.069,21.550
2021-01-01 08:00,2021-01-01 08:00,10562.166,0.499,0.088,24.440
2021-01-01 09:00,2021-01-01 09:00,13653.758,0.705,0.100,29.225
2021-01-01 10:00,2021-01-01 10:00,15491.035,0.853,0.108,33.405
2021-01-01 11:00,2021-01-01 11:00,16450.505,0.933,0.113,34.865
2021-01-01 12:00,2021-01-01 12:00,16526.427,0.944,0.115,35.720
2021-01-01 13:00,2021-01-01 13:00,15622.719,0.875,0.114,36.155
2021-01-01 14:00,2021-01-01 14:00,13702.935,0.733,0.110,36.150
2021-01-01 15:00,2021-01-01 15:00,10672.500,0.528,0.104,35.653
2021-01-01 16:00,2021-01-01 16:00,6324.693,0.275,0.090,34.350
2021-01-01 17:00,2021-01-01 17:00,1352.933,0.061,0.032,30.536
2021-01-01 18:00,2021-01-01 18:00,0,0,0,28.058
2021-01-01 19:00,2021-01-01 19:00,0,0,0,26.795
2021-01-01 20:00,2021-01-01 20:00,0,0,0,25.467
2021-01-01 21:00,2021-01-01 21:00,0,0,0,24.093
2021-01-01 22:00,2021-01-01 22:00,0,0,0,22.893
2021-01-01 23:00,2021-01-01 23:00,0,0,0,21.891
2021-01-02 00:00,2021-01-02 00:00,0,0,0,21.086
2021-01-02 01:00,2021-01-02 01:00,0,0,0,20.496
2021-01-02 02:00,2021-01-02 02:00,0,0,0,20.159
2021-01-02 03:00,2021-01-02 03:00,0,0,0,20.039
2021-01-02 04:00,2021-01-02 04:00,0,0,0,20.022
2021-01-02 05:00,2021-01-02 05:00,0,0,0,19.851
2021-01-02 06:00,2021-01-02 06:00,230.099,0.017,0.013,19.633
2021-01-02 07:00,2021-01-02 07:00,5699.901,0.241,0.070,22.220
2021-01-02 08:00,2021-01-02 08:00,10484.509,0.495,0.089,24.860
2021-01-02 09:00,2021-01-02 09:00,13637.446,0.705,0.100,29.398
2021-01-02 10:00,2021-01-02 10:00,15446.781,0.854,0.107,34.056
2021-01-02 11:00,2021-01-02 11:00,16420.472,0.936,0.112,35.509
2021-01-02 12:00,2021-01-02 12:00,16487.844,0.946,0.114,36.270
2021-01-02 13:00,2021-01-02 13:00,15643.460,0.882,0.111,36.627
2021-01-02 14:00,2021-01-02 14:00,13831.780,0.749,0.105,36.562
2021-01-02 15:00,2021-01-02 15:00,10931.635,0.554,0.097,36.049
2021-01-02 16:00,2021-01-02 16:00,6736.639,0.308,0.082,34.900
2021-01-02 17:00,2021-01-02 17:00,1641.719,0.078,0.032,31.822
2021-01-02 18:00,2021-01-02 18:00,0,0,0,29.804
2021-01-02 19:00,2021-01-02 19:00,0,0,0,28.640
2021-01-02 20:00,2021-01-02 20:00,0,0,0,27.231
2021-01-02 21:00,2021-01-02 21:00,0,0,0,25.432
2021-01-02 22:00,2021-01-02 22:00,0,0,0,23.912
2021-01-02 23:00,2021-01-02 23:00,0,0,0,22.841
2021-01-03 00:00,2021-01-03 00:00,0,0,0,22.040
2021-01-03 01:00,2021-01-03 01:00,0,0,0,21.417
2021-01-03 02:00,2021-01-03 02:00,0,0,0,20.899
2021-01-03 03:00,2021-01-03 03:00,0,0,0,20.474
2021-01-03 04:00,2021-01-03 04:00,0,0,0,20.158
2021-01-03 05:00,2021-01-03 05:00,0,0,0,19.944
2021-01-03 06:00,2021-01-03 06:00,139.131,0.012,0.013,20.032
2021-01-03 07:00,2021-01-03 07:00,4941.442,0.192,0.081,22.996
2021-01-03 08:00,2021-01-03 08:00,9771.265,0.441,0.105,26.286
2021-01-03 09:00,2021-01-03 09:00,13022.050,0.654,0.115,30.806
2021-01-03 10:00,2021-01-03 10:00,15070.248,0.807,0.122,33.345
2021-01-03 11:00,2021-01-03 11:00,16088.988,0.892,0.126,34.896
2021-01-03 12:00,2021-01-03 12:00,16346.660,0.924,0.122,35.926
2021-01-03 13:00,2021-01-03 13:00,15457.940,0.858,0.120,36.432
2021-01-03 14:00,2021-01-03 14:00,13609.429,0.724,0.114,36.474
2021-01-03 15:00,2021-01-03 15:00,10642.306,0.526,0.106,36.054
2021-01-03 16:00,2021-01-03 16:00,6340.767,0.277,0.091,35.009
2021-01-03 17:00,2021-01-03 17:00,1298.094,0.058,0.033,32.312
2021-01-03 18:00,2021-01-03 18:00,0,0,0,30.350
2021-01-03 19:00,2021-01-03 19:00,0,0,0,29.263
2021-01-03 20:00,2021-01-03 20:00,0,0,0,28.283
2021-01-03 21:00,2021-01-03 21:00,0,0,0,27.369
2021-01-03 22:00,2021-01-03 22:00,0,0,0,26.496
2021-01-03 23:00,2021-01-03 23:00,0,0,0,25.625
2021-01-04 00:00,2021-01-04 00:00,0,0,0,24.779
2021-01-04 01:00,2021-01-04 01:00,0,0,0,24.224
2021-01-04 02:00,2021-01-04 02:00,0,0,0,23.979
2021-01-04 03:00,2021-01-04 03:00,0,0,0,23.667
2021-01-04 04:00,2021-01-04 04:00,0,0,0,23.478
2021-01-04 05:00,2021-01-04 05:00,0,0,0,23.303
2021-01-04 06:00,2021-01-04 06:00,91.251,0.009,0.012,23.210
2021-01-04 07:00,2021-01-04 07:00,4451.248,0.165,0.086,25.824
2021-01-04 08:00,2021-01-04 08:00,9189.402,0.404,0.116,29.258
