# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 8.972, -2.431 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "8.972161086648969", "lon": "-2.4309629231529315", "date_from": "2024-01-01", "date_to": "2024-12-31", "dataset": "merra2", "capacity": "50000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2024-01-01 00:00,2024-01-01 00:00,0,0,0,21.645
2024-01-01 01:00,2024-01-01 01:00,0,0,0,21.912
2024-01-01 02:00,2024-01-01 02:00,0,0,0,21.869
2024-01-01 03:00,2024-01-01 03:00,0,0,0,21.605
2024-01-01 04:00,2024-01-01 04:00,0,0,0,21.208
2024-01-01 05:00,2024-01-01 05:00,0,0,0,20.828
2024-01-01 06:00,2024-01-01 06:00,153.232,0.007,0.013,20.418
2024-01-01 07:00,2024-01-01 07:00,8071.434,0.102,0.098,21.487
2024-01-01 08:00,2024-01-01 08:00,19042.217,0.312,0.147,23.735
2024-01-01 09:00,2024-01-01 09:00,27280.656,0.532,0.159,28.238
2024-01-01 10:00,2024-01-01 10:00,32256.436,0.696,0.162,32.354
2024-01-01 11:00,2024-01-01 11:00,34731.799,0.786,0.165,34.399
2024-01-01 12:00,2024-01-01 12:00,34510.006,0.779,0.171,35.494
2024-01-01 13:00,2024-01-01 13:00,32272.173,0.706,0.173,35.960
2024-01-01 14:00,2024-01-01 14:00,27596.930,0.562,0.170,35.901
2024-01-01 15:00,2024-01-01 15:00,21689.723,0.412,0.148,35.376
2024-01-01 16:00,2024-01-01 16:00,11555.885,0.175,0.120,33.957
2024-01-01 17:00,2024-01-01 17:00,1947.396,0.031,0.036,29.643
2024-01-01 18:00,2024-01-01 18:00,0,0,0,26.613
2024-01-01 19:00,2024-01-01 19:00,0,0,0,25.645
2024-01-01 20:00,2024-01-01 20:00,0,0,0,24.809
2024-01-01 21:00,2024-01-01 21:00,0,0,0,24.249
2024-01-01 22:00,2024-01-01 22:00,0,0,0,24.300
2024-01-01 23:00,2024-01-01 23:00,0,0,0,24.734
2024-01-02 00:00,2024-01-02 00:00,0,0,0,24.931
2024-01-02 01:00,2024-01-02 01:00,0,0,0,24.976
2024-01-02 02:00,2024-01-02 02:00,0,0,0,24.667
2024-01-02 03:00,2024-01-02 03:00,0,0,0,24.088
2024-01-02 04:00,2024-01-02 04:00,0,0,0,23.571
2024-01-02 05:00,2024-01-02 05:00,0,0,0,23.066
2024-01-02 06:00,2024-01-02 06:00,71.191,0.005,0.012,22.534
2024-01-02 07:00,2024-01-02 07:00,8219.174,0.107,0.099,24.336
2024-01-02 08:00,2024-01-02 08:00,19112.673,0.324,0.145,27.471
2024-01-02 09:00,2024-01-02 09:00,25892.065,0.497,0.169,32.161
2024-01-02 10:00,2024-01-02 10:00,31126.522,0.657,0.176,34.259
2024-01-02 11:00,2024-01-02 11:00,33739.891,0.748,0.178,35.698
2024-01-02 12:00,2024-01-02 12:00,33982.730,0.762,0.178,36.649
2024-01-02 13:00,2024-01-02 13:00,32013.000,0.701,0.175,37.084
2024-01-02 14:00,2024-01-02 14:00,27604.558,0.567,0.170,37.065
2024-01-02 15:00,2024-01-02 15:00,20993.922,0.389,0.154,36.520
2024-01-02 16:00,2024-01-02 16:00,11191.147,0.166,0.123,35.313
2024-01-02 17:00,2024-01-02 17:00,1819.477,0.028,0.036,31.697
2024-01-02 18:00,2024-01-02 18:00,0,0,0,28.945
2024-01-02 19:00,2024-01-02 19:00,0,0,0,28.365
2024-01-02 20:00,2024-01-02 20:00,0,0,0,27.602
2024-01-02 21:00,2024-01-02 21:00,0,0,0,26.776
2024-01-02 22:00,2024-01-02 22:00,0,0,0,26.000
2024-01-02 23:00,2024-01-02 23:00,0,0,0,25.279
2024-01-03 00:00,2024-01-03 00:00,0,0,0,24.636
2024-01-03 01:00,2024-01-03 01:00,0,0,0,24.087
2024-01-03 02:00,2024-01-03 02:00,0,0,0,23.622
2024-01-03 03:00,2024-01-03 03:00,0,0,0,23.047
2024-01-03 04:00,2024-01-03 04:00,0,0,0,21.993
2024-01-03 05:00,2024-01-03 05:00,0,0,0,21.268
2024-01-03 06:00,2024-01-03 06:00,274.760,0.010,0.014,20.921
2024-01-03 07:00,2024-01-03 07:00,10129.501,0.157,0.091,22.839
2024-01-03 08:00,2024-01-03 08:00,21358.987,0.406,0.119,26.310
2024-01-03 09:00,2024-01-03 09:00,30023.051,0.666,0.117,31.005
2024-01-03 10:00,2024-01-03 10:00,34531.805,0.819,0.123,33.992
2024-01-03 11:00,2024-01-03 11:00,36663.453,0.898,0.128,35.657
2024-01-03 12:00,2024-01-03 12:00,36645.379,0.901,0.132,36.643
2024-01-03 13:00,2024-01-03 13:00,34502.062,0.828,0.132,37.078
2024-01-03 14:00,2024-01-03 14:00,30059.314,0.681,0.131,36.995
2024-01-03 15:00,2024-01-03 15:00,21771.123,0.426,0.139,36.352
2024-01-03 16:00,2024-01-03 16:00,11721.040,0.185,0.116,35.111
2024-01-03 17:00,2024-01-03 17:00,2109.104,0.035,0.036,31.466
2024-01-03 18:00,2024-01-03 18:00,0,0,0,28.436
2024-01-03 19:00,2024-01-03 19:00,0,0,0,27.395
2024-01-03 20:00,2024-01-03 20:00,0,0,0,26.466
2024-01-03 21:00,2024-01-03 21:00,0,0,0,25.600
2024-01-03 22:00,2024-01-03 22:00,0,0,0,24.832
2024-01-03 23:00,2024-01-03 23:00,0,0,0,24.262
2024-01-04 00:00,2024-01-04 00:00,0,0,0,23.959
2024-01-04 01:00,2024-01-04 01:00,0,0,0,23.774
2024-01-04 02:00,2024-01-04 02:00,0,0,0,23.412
2024-01-04 03:00,2024-01-04 03:00,0,0,0,22.829
2024-01-04 04:00,2024-01-04 04:00,0,0,0,22.243
2024-01-04 05:00,2024-01-04 05:00,0,0,0,21.645
2024-01-04 06:00,2024-01-04 06:00,185.708,0.007,0.014,21.448
2024-01-04 07:00,2024-01-04 07:00,7778.116,0.096,0.100,23.882
2024-01-04 08:00,2024-01-04 08:00,17100.090,0.258,0.161,27.347
2024-01-04 09:00,2024-01-04 09:00,24913.844,0.449,0.185,30.905
2024-01-04 10:00,2024-01-04 10:00,30110.578,0.605,0.192,33.414
2024-01-04 11:00,2024-01-04 11:00,32813.387,0.699,0.193,35.046
2024-01-04 12:00,2024-01-04 12:00,33754.133,0.746,0.183,36.146
2024-01-04 13:00,2024-01-04 13:00,31957.700,0.697,0.176,36.680
2024-01-04 14:00,2024-01-04 14:00,28369.404,0.600,0.159,36.775
2024-01-04 15:00,2024-01-04 15:00,22747.311,0.458,0.134,36.359
2024-01-04 16:00,2024-01-04 16:00,13263.247,0.230,0.109,35.287
2024-01-04 17:00,2024-01-04 17:00,2646.058,0.047,0.037,31.642
2024-01-04 18:00,2024-01-04 18:00,0,0,0,28.620
2024-01-04 19:00,2024-01-04 19:00,0,0,0,27.474
2024-01-04 20:00,2024-01-04 20:00,0,0,0,26.524
2024-01-04 21:00,2024-01-04 21:00,0,0,0,25.756
2024-01-04 22:00,2024-01-04 22:00,0,0,0,25.075
2024-01-04 23:00,2024-01-04 23:00,0,0,0,24.337
2024-01-05 00:00,2024-01-05 00:00,0,0,0,23.792
2024-01-05 01:00,2024-01-05 01:00,0,0,0,23.553
2024-01-05 02:00,2024-01-05 02:00,0,0,0,23.352
2024-01-05 03:00,2024-01-05 03:00,0,0,0,22.971
2024-01-05 04:00,2024-01-05 04:00,0,0,0,22.459
2024-01-05 05:00,2024-01-05 05:00,0,0,0,21.959
2024-01-05 06:00,2024-01-05 06:00,343.706,0.011,0.014,21.698
2024-01-05 07:00,2024-01-05 07:00,10698.986,0.174,0.088,23.751
2024-01-05 08:00,2024-01-05 08:00,21577.134,0.419,0.114,27.299
2024-01-05 09:00,2024-01-05 09:00,30059.832,0.676,0.113,31.997
2024-01-05 10:00,2024-01-05 10:00,34626.549,0.830,0.118,34.482
2024-01-05 11:00,2024-01-05 11:00,36844.595,0.912,0.123,35.994
2024-01-05 12:00,2024-01-05 12:00,36931.185,0.920,0.125,36.915
2024-01-05 13:00,2024-01-05 13:00,34936.459,0.854,0.123,37.354
2024-01-05 14:00,2024-01-05 14:00,30701.116,0.716,0.119,37.324
2024-01-05 15:00,2024-01-05 15:00,23730.606,0.507,0.114,36.774
2024-01-05 16:00,2024-01-05 16:00,13921.686,0.257,0.099,35.588
2024-01-05 17:00,2024-01-05 17:00,2868.531,0.053,0.036,31.794
2024-01-05 18:00,2024-01-05 18:00,0,0,0,28.519
2024-01-05 19:00,2024-01-05 19:00,0,0,0,27.359
2024-01-05 20:00,2024-01-05 20:00,0,0,0,26.311
2024-01-05 21:00,2024-01-05 21:00,0,0,0,25.336
2024-01-05 22:00,2024-01-05 22:00,0,0,0,24.465
2024-01-05 23:00,2024-01-05 23:00,0,0,0,23.708
2024-01-06 00:00,2024-01-06 00:00,0,0,0,23.067
2024-01-06 01:00,2024-01-06 01:00,0,0,0,22.585
2024-01-06 02:00,2024-01-06 02:00,0,0,0,22.301
