# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 10.116, -2.415 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Africa/Abidjan, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Africa/Abidjan", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "10.115552972966817", "lon": "-2.414563051491582", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "capacity": "22000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-01-01 00:00,2022-01-01 00:00,0,0,0,19.183
2022-01-01 01:00,2022-01-01 01:00,0,0,0,18.544
2022-01-01 02:00,2022-01-01 02:00,0,0,0,17.969
2022-01-01 03:00,2022-01-01 03:00,0,0,0,17.496
2022-01-01 04:00,2022-01-01 04:00,0,0,0,16.806
2022-01-01 05:00,2022-01-01 05:00,0,0,0,16.230
2022-01-01 06:00,2022-01-01 06:00,138.153,0.011,0.013,15.987
2022-01-01 07:00,2022-01-01 07:00,4756.084,0.172,0.086,18.652
2022-01-01 08:00,2022-01-01 08:00,9549.201,0.402,0.118,21.720
2022-01-01 09:00,2022-01-01 09:00,12925.249,0.614,0.130,26.569
2022-01-01 10:00,2022-01-01 10:00,14803.189,0.750,0.142,30.442
2022-01-01 11:00,2022-01-01 11:00,15455.504,0.794,0.157,32.265
2022-01-01 12:00,2022-01-01 12:00,15561.383,0.808,0.158,33.371
2022-01-01 13:00,2022-01-01 13:00,14868.932,0.766,0.152,33.945
2022-01-01 14:00,2022-01-01 14:00,12217.176,0.562,0.166,33.851
2022-01-01 15:00,2022-01-01 15:00,8637.623,0.335,0.162,33.204
2022-01-01 16:00,2022-01-01 16:00,4800.638,0.158,0.119,31.608
2022-01-01 17:00,2022-01-01 17:00,827.372,0.031,0.033,27.395
2022-01-01 18:00,2022-01-01 18:00,0,0,0,24.859
2022-01-01 19:00,2022-01-01 19:00,0,0,0,24.157
2022-01-01 20:00,2022-01-01 20:00,0,0,0,23.489
2022-01-01 21:00,2022-01-01 21:00,0,0,0,22.805
2022-01-01 22:00,2022-01-01 22:00,0,0,0,22.182
2022-01-01 23:00,2022-01-01 23:00,0,0,0,21.671
2022-01-02 00:00,2022-01-02 00:00,0,0,0,21.097
2022-01-02 01:00,2022-01-02 01:00,0,0,0,20.301
2022-01-02 02:00,2022-01-02 02:00,0,0,0,19.628
2022-01-02 03:00,2022-01-02 03:00,0,0,0,18.961
2022-01-02 04:00,2022-01-02 04:00,0,0,0,17.849
2022-01-02 05:00,2022-01-02 05:00,0,0,0,17.038
2022-01-02 06:00,2022-01-02 06:00,122.143,0.010,0.013,16.745
2022-01-02 07:00,2022-01-02 07:00,4764.985,0.170,0.089,19.256
2022-01-02 08:00,2022-01-02 08:00,8105.724,0.289,0.151,22.211
2022-01-02 09:00,2022-01-02 09:00,9874.533,0.344,0.208,26.335
2022-01-02 10:00,2022-01-02 10:00,13902.751,0.643,0.182,29.709
2022-01-02 11:00,2022-01-02 11:00,15226.061,0.756,0.175,31.686
2022-01-02 12:00,2022-01-02 12:00,15239.822,0.760,0.178,32.879
2022-01-02 13:00,2022-01-02 13:00,13851.091,0.647,0.192,33.344
2022-01-02 14:00,2022-01-02 14:00,11064.965,0.443,0.206,33.163
2022-01-02 15:00,2022-01-02 15:00,7948.537,0.271,0.184,32.514
2022-01-02 16:00,2022-01-02 16:00,4169.569,0.116,0.126,30.928
2022-01-02 17:00,2022-01-02 17:00,749.312,0.026,0.034,27.075
